author_id,created_at,tweet_id,in_reply_to_user_id,referenced_tweets_type,referenced_tweets_id,conversation_id
3366403805,2022-05-15 17:04:14+00:00,1525884775118032897,,,,1525884775118032897
1387888322652131334,2022-05-15 17:04:13+00:00,1525884768566616070,,,,1525884768566616070
827446356931379201,2022-05-15 17:04:13+00:00,1525884768486842374,2755544640,,,1525884768486842374
19001397,2022-05-15 17:04:10+00:00,1525884759011909634,,,,1525884759011909634
379689546,2022-05-15 17:04:09+00:00,1525884754587009024,,,,1525884754587009024
18396429,2022-05-15 17:04:08+00:00,1525884749289512967,,,,1525884749289512967
1270865162,2022-05-15 17:04:06+00:00,1525884739973955584,,,,1525884739973955584
303450661,2022-05-15 17:04:02+00:00,1525884722483802113,,,,1525884722483802113
1067425958976573440,2022-05-15 17:04:01+00:00,1525884720835436544,,,,1525884720835436544
296176819,2022-05-15 17:04:01+00:00,1525884719811919873,,,,1525884719811919873
404045656,2022-05-15 17:03:58+00:00,1525884706205618176,,,,1525884706205618176
1366098952915980289,2022-05-15 17:03:57+00:00,1525884703349346305,,,,1525884703349346305
1110966011665231872,2022-05-15 17:03:55+00:00,1525884695409528835,,,,1525884695409528835
174353748,2022-05-15 17:03:54+00:00,1525884689596047360,,,,1525884689596047360
1412066018378366978,2022-05-15 17:03:54+00:00,1525884688853770245,,,,1525884688853770245
1502285836393627649,2022-05-15 17:03:52+00:00,1525884681006329856,,,,1525884681006329856
135947767,2022-05-15 17:03:52+00:00,1525884680603676673,,,,1525884680603676673
478142662,2022-05-15 17:03:48+00:00,1525884666129039361,,,,1525884666129039361
729317578766749696,2022-05-15 17:03:45+00:00,1525884653994926080,,,,1525884653994926080
1343598758815281152,2022-05-15 17:03:45+00:00,1525884653634211840,,,,1525884653634211840
19140607,2022-05-15 17:03:45+00:00,1525884651063103489,,,,1525884651063103489
572039937,2022-05-15 17:03:43+00:00,1525884642800320514,,,,1525884642800320514
1238850513355112449,2022-05-15 17:03:39+00:00,1525884627608535043,,,,1525884627608535043
1056179778,2022-05-15 17:03:38+00:00,1525884625029156864,,,,1525884625029156864
1446727746831458306,2022-05-15 17:03:38+00:00,1525884623376596993,,,,1525884623376596993
578155711,2022-05-15 17:03:38+00:00,1525884622642372608,,,,1525884622642372608
1512174155038441484,2022-05-15 17:03:37+00:00,1525884618460774400,,,,1525884618460774400
41867558,2022-05-15 17:03:36+00:00,1525884616330170369,,,,1525884616330170369
1316845909,2022-05-15 17:03:35+00:00,1525884611858948096,,,,1525884611858948096
56220993,2022-05-15 17:03:35+00:00,1525884611082977284,,,,1525884611082977284
1435538178790854656,2022-05-15 17:03:34+00:00,1525884605437558786,1084988509847461888,replied_to,1525677351421493248,1525677351421493248
3051020122,2022-05-15 17:03:32+00:00,1525884600286838793,3051020122,replied_to,1525883981522161667,1525866739824791552
1258959952179314688,2022-05-15 17:03:31+00:00,1525884593055973376,,,,1525884593055973376
775047643122823168,2022-05-15 17:03:29+00:00,1525884585254453250,,,,1525884585254453250
617454215,2022-05-15 17:03:29+00:00,1525884583992037377,,,,1525884583992037377
978574989824753665,2022-05-15 17:03:28+00:00,1525884583543291905,,,,1525884583543291905
1131285978528780289,2022-05-15 17:03:25+00:00,1525884570926731268,,,,1525884570926731268
3084609814,2022-05-15 17:03:24+00:00,1525884563125415939,,,,1525884563125415939
1151659552057823232,2022-05-15 17:03:23+00:00,1525884560269103105,,,,1525884560269103105
296243937,2022-05-15 17:03:20+00:00,1525884549015785472,,,,1525884549015785472
1254723524,2022-05-15 17:03:20+00:00,1525884548151660546,,,,1525884548151660546
1323064144447168513,2022-05-15 17:03:20+00:00,1525884548097130505,,,,1525884548097130505
941426163188228102,2022-05-15 17:03:20+00:00,1525884546058698755,,,,1525884546058698755
1493182231715717126,2022-05-15 17:03:18+00:00,1525884538471292930,,,,1525884538471292930
1030448142,2022-05-15 17:03:17+00:00,1525884535145222144,,,,1525884535145222144
1197232146307584000,2022-05-15 17:03:16+00:00,1525884532695629826,,,,1525884532695629826
68014217,2022-05-15 17:03:15+00:00,1525884527893176320,,,,1525884527893176320
71592463,2022-05-15 17:03:14+00:00,1525884524126683141,,,,1525884524126683141
161666358,2022-05-15 17:03:13+00:00,1525884520343523328,,,,1525884520343523328
28604668,2022-05-15 17:03:13+00:00,1525884519550799875,,,,1525884519550799875
1520323810704216064,2022-05-15 17:03:06+00:00,1525884490651996160,910203338,replied_to,1525612548279631877,1525612548279631877
68717436,2022-05-15 17:03:06+00:00,1525884489188130823,,,,1525884489188130823
1479793246276657154,2022-05-15 17:03:02+00:00,1525884471454605314,,,,1525884471454605314
1486760363580342272,2022-05-15 17:03:01+00:00,1525884470162862080,,,,1525884470162862080
2517593171,2022-05-15 17:03:01+00:00,1525884467948228610,,,,1525884467948228610
1160782988,2022-05-15 17:03:00+00:00,1525884465519767555,,,,1525884465519767555
132917641,2022-05-15 17:03:00+00:00,1525884463091175424,,,,1525884463091175424
1321066070791303169,2022-05-15 17:02:56+00:00,1525884447328976901,,,,1525884447328976901
1361407657383522308,2022-05-15 17:02:53+00:00,1525884433705877505,,,,1525884433705877505
1446727746831458306,2022-05-15 17:02:50+00:00,1525884421815115777,,,,1525884421815115777
752617567,2022-05-15 17:02:47+00:00,1525884409089560577,372237180,replied_to,1525612339764019201,1525612339764019201
1419686552133902337,2022-05-15 17:02:47+00:00,1525884408582094849,,,,1525884408582094849
434234800,2022-05-15 17:02:46+00:00,1525884406891692034,1035543057545015296,replied_to,1525779555860062208,1525779555860062208
955881262278987781,2022-05-15 17:02:39+00:00,1525884374926991362,1338822047879876611,replied_to,1525807084738072577,1525807084738072577
1317483477856636932,2022-05-15 17:02:38+00:00,1525884372406218755,,,,1525884372406218755
943597231,2022-05-15 17:02:37+00:00,1525884369260322816,36329597,,,1525884369260322816
1386320111418675201,2022-05-15 17:02:31+00:00,1525884343897542656,,,,1525884343897542656
3948255807,2022-05-15 17:02:31+00:00,1525884342995664898,,,,1525884342995664898
1160556144,2022-05-15 17:02:31+00:00,1525884341234057217,,,,1525884341234057217
1525877418405203969,2022-05-15 17:02:27+00:00,1525884325677305856,,,,1525884325677305856
1487589430307270659,2022-05-15 17:02:24+00:00,1525884312012345344,,,,1525884312012345344
2721030309,2022-05-15 17:02:22+00:00,1525884306501120000,,,,1525884306501120000
908206663,2022-05-15 17:02:22+00:00,1525884303598575617,,,,1525884303598575617
2277381420,2022-05-15 17:02:20+00:00,1525884296787017729,,,,1525884296787017729
72063177,2022-05-15 17:02:20+00:00,1525884295012827137,1233865187167436802,replied_to,1525883284298809346,1525883284298809346
2237673356,2022-05-15 17:02:16+00:00,1525884279359684618,151482583,replied_to,1525750483549409280,1525750483549409280
1421830039545470980,2022-05-15 17:02:15+00:00,1525884274309836800,223841564,,,1525884274309836800
1460092549,2022-05-15 17:02:13+00:00,1525884265837342720,,,,1525884265837342720
946215565,2022-05-15 17:02:12+00:00,1525884263035555842,,,,1525884263035555842
1446727746831458306,2022-05-15 17:02:10+00:00,1525884252679819267,,,,1525884252679819267
1345097276855898113,2022-05-15 17:02:07+00:00,1525884242776956931,,,,1525884242776956931
284083551,2022-05-15 17:02:05+00:00,1525884234392645632,,,,1525884234392645632
1474373209,2022-05-15 17:02:05+00:00,1525884233503367170,,,,1525884233503367170
2382016401,2022-05-15 17:02:04+00:00,1525884228415651842,,,,1525884228415651842
251502225,2022-05-15 17:02:04+00:00,1525884227392241666,,,,1525884227392241666
1518225851514593282,2022-05-15 17:02:02+00:00,1525884221432152067,,,,1525884221432152067
1101832041170194432,2022-05-15 17:02:02+00:00,1525884219007836164,,,,1525884219007836164
882274196876918784,2022-05-15 17:02:01+00:00,1525884218177363969,,,,1525884218177363969
77724397,2022-05-15 17:02:01+00:00,1525884217380454400,,,,1525884217380454400
271861442,2022-05-15 17:02:00+00:00,1525884211760050176,,,,1525884211760050176
1340556396979507206,2022-05-15 17:01:49+00:00,1525884167812173824,,,,1525884167812173824
782373558831943680,2022-05-15 17:01:46+00:00,1525884155552219137,16745492,replied_to,1525757784523952129,1525757784523952129
1392726045082767360,2022-05-15 17:01:44+00:00,1525884147465601027,,,,1525884147465601027
79939248,2022-05-15 17:01:44+00:00,1525884145511047171,,,,1525884145511047171
1138378861,2022-05-15 17:01:43+00:00,1525884139286691840,17676713,replied_to,1525876714068393988,1525876714068393988
476945131,2022-05-15 17:01:39+00:00,1525884123079909386,,,,1525884123079909386
3429955204,2022-05-15 17:01:36+00:00,1525884113806405634,,,,1525884113806405634
213351917,2022-05-15 17:01:35+00:00,1525884106919247874,131788726,replied_to,1525860439116087296,1525860439116087296
976952114,2022-05-15 17:01:32+00:00,1525884095422660610,,,,1525884095422660610
1524875494746992642,2022-05-15 17:01:31+00:00,1525884091438080006,,,,1525884091438080006
2305108801,2022-05-15 17:01:27+00:00,1525884076040781824,,,,1525884076040781824
1281351926513389570,2022-05-15 17:01:23+00:00,1525884057199984641,,,,1525884057199984641
50827804,2022-05-15 17:01:22+00:00,1525884051390746624,,,,1525884051390746624
15177439,2022-05-15 17:01:21+00:00,1525884051051126784,,,,1525884051051126784
84685398,2022-05-15 17:01:20+00:00,1525884043602059264,1431741866173779981,replied_to,1525647153246396417,1525643717671112704
1159191174294454273,2022-05-15 17:01:20+00:00,1525884043249729536,,,,1525884043249729536
843504516251205634,2022-05-15 17:01:19+00:00,1525884040867459076,,,,1525884040867459076
1523193923346341891,2022-05-15 17:01:19+00:00,1525884039084838912,,,,1525884039084838912
1038027348,2022-05-15 17:01:18+00:00,1525884038015238145,,,,1525884038015238145
1026453331,2022-05-15 17:01:16+00:00,1525884027881902084,,,,1525884027881902084
191254467,2022-05-15 17:01:16+00:00,1525884026971897856,,,,1525884026971897856
1332661264892522498,2022-05-15 17:01:15+00:00,1525884022110441472,,,,1525884022110441472
1392161500127694855,2022-05-15 17:01:12+00:00,1525884012283273217,,,,1525884012283273217
135651189,2022-05-15 17:01:09+00:00,1525883998282596353,,,,1525883998282596353
2325890334,2022-05-15 17:01:06+00:00,1525883986995716097,,,,1525883986995716097
1467263006480424962,2022-05-15 17:01:06+00:00,1525883985993293826,,,,1525883985993293826
1445995768654016517,2022-05-15 17:01:06+00:00,1525883985712275458,28373820,replied_to,1525872384166830080,1525872384166830080
1323410923332292608,2022-05-15 17:01:06+00:00,1525883984697335809,1323410923332292608,replied_to,1525883611878150144,1525883611878150144
462168764,2022-05-15 17:01:05+00:00,1525883981446664193,17230018,,,1525883981446664193
257931484,2022-05-15 17:01:04+00:00,1525883977659305986,,,,1525883977659305986
1504466621326237696,2022-05-15 17:01:03+00:00,1525883975268540419,,,,1525883975268540419
987991361214472192,2022-05-15 17:01:00+00:00,1525883962576580612,,,,1525883962576580612
17634874,2022-05-15 17:01:00+00:00,1525883962463240193,,,,1525883962463240193
38890590,2022-05-15 17:01:00+00:00,1525883960936611841,2980899955,replied_to,1525881551023661056,1525881551023661056
316719072,2022-05-15 17:00:59+00:00,1525883958227087363,,,,1525883958227087363
710195347319091200,2022-05-15 17:00:54+00:00,1525883935699476482,,,,1525883935699476482
1104198612286926849,2022-05-15 17:00:53+00:00,1525883932931145729,,,,1525883932931145729
1520323810704216064,2022-05-15 17:00:53+00:00,1525883931442159619,249769012,replied_to,1524075371695587328,1524075371695587328
1225520001509208064,2022-05-15 17:00:51+00:00,1525883923556876288,,,,1525883923556876288
2465227781,2022-05-15 17:00:50+00:00,1525883919849205761,,,,1525883919849205761
785023395696115712,2022-05-15 17:00:50+00:00,1525883918075023361,35708579,,,1525883918075023361
1518303857620705280,2022-05-15 17:00:49+00:00,1525883914820239360,364513528,replied_to,1525875531270565890,1525875531270565890
2880449540,2022-05-15 17:00:47+00:00,1525883905945001984,,,,1525883905945001984
949943426094632960,2022-05-15 17:00:47+00:00,1525883905173241861,,,,1525883905173241861
1301993896499609606,2022-05-15 17:00:46+00:00,1525883901884997633,,,,1525883901884997633
1188163425182126082,2022-05-15 17:00:45+00:00,1525883898680553473,,,,1525883898680553473
1193629395216453632,2022-05-15 17:00:44+00:00,1525883893773221888,,,,1525883893773221888
3115632928,2022-05-15 17:00:42+00:00,1525883886349299715,,,,1525883886349299715
1486495110581964801,2022-05-15 17:00:41+00:00,1525883883308339203,,,,1525883883308339203
1419686552133902337,2022-05-15 17:00:39+00:00,1525883873892126720,,,,1525883873892126720
728204974077915136,2022-05-15 17:00:39+00:00,1525883873736925186,728204974077915136,replied_to,1525883054048387072,1525883054048387072
4558440795,2022-05-15 17:00:37+00:00,1525883862789853185,,,,1525883862789853185
3527577617,2022-05-15 17:00:34+00:00,1525883852736155649,,,,1525883852736155649
1371111594034356224,2022-05-15 17:00:33+00:00,1525883846603972609,,,,1525883846603972609
3292649722,2022-05-15 17:00:31+00:00,1525883837502345219,,,,1525883837502345219
27263747,2022-05-15 17:00:30+00:00,1525883835459706880,1089657412972363776,replied_to,1525582643101847553,1525582643101847553
36915289,2022-05-15 17:00:29+00:00,1525883831756238850,,,,1525883831756238850
1216449784728506368,2022-05-15 17:00:29+00:00,1525883830154022915,,,,1525883830154022915
1133128359259582469,2022-05-15 17:00:29+00:00,1525883829722005508,,,,1525883829722005508
35503376,2022-05-15 17:00:28+00:00,1525883827650019339,,,,1525883827650019339
2829092931,2022-05-15 17:00:24+00:00,1525883810839142401,,,,1525883810839142401
266024502,2022-05-15 17:00:22+00:00,1525883802937176070,,,,1525883802937176070
4307881523,2022-05-15 17:00:20+00:00,1525883794569437190,,,,1525883794569437190
1525195593093611523,2022-05-15 17:00:20+00:00,1525883791784529920,,,,1525883791784529920
2365679008,2022-05-15 17:00:18+00:00,1525883783555203076,,,,1525883783555203076
1138378861,2022-05-15 17:00:16+00:00,1525883775464484866,535707261,replied_to,1525878675090153473,1525878675090153473
30194031,2022-05-15 17:00:16+00:00,1525883775208640513,,,,1525883775208640513
147180039,2022-05-15 17:00:16+00:00,1525883774810132481,,,,1525883774810132481
1076545091626565633,2022-05-15 17:00:15+00:00,1525883771169406981,,,,1525883771169406981
1516445974721400834,2022-05-15 17:00:13+00:00,1525883763435220992,,,,1525883763435220992
1437411757220315142,2022-05-15 17:00:10+00:00,1525883751267459073,,,,1525883751267459073
1090815699461832705,2022-05-15 17:00:06+00:00,1525883732799868928,,,,1525883732799868928
1108295548468109313,2022-05-15 17:00:05+00:00,1525883731579478019,,,,1525883731579478019
1419969255198662683,2022-05-15 17:00:05+00:00,1525883728525938688,,,,1525883728525938688
1349285628249329664,2022-05-15 17:00:04+00:00,1525883725422133253,,,,1525883725422133253
1316809278574002176,2022-05-15 17:00:02+00:00,1525883715661987840,,,,1525883715661987840
915188973496160257,2022-05-15 17:00:01+00:00,1525883714185601026,,,,1525883714185601026
2263328862,2022-05-15 17:00:01+00:00,1525883713942212608,,,,1525883713942212608
110942823,2022-05-15 17:00:01+00:00,1525883713917112320,,,,1525883713917112320
1413730903,2022-05-15 17:00:01+00:00,1525883713111789568,,,,1525883713111789568
4431222639,2022-05-15 17:00:00+00:00,1525883708703748096,1944466748,replied_to,1525590060455841792,1525590060455841792
917299517774495744,2022-05-15 17:00:00+00:00,1525883708170960897,,,,1525883708170960897
1088823123972186112,2022-05-15 16:59:58+00:00,1525883699237208064,,,,1525883699237208064
1268165285762281472,2022-05-15 16:59:56+00:00,1525883693427990528,,,,1525883693427990528
2298393217,2022-05-15 16:59:56+00:00,1525883691565727745,819699566,replied_to,1525882743850147847,1525882743850147847
88213462,2022-05-15 16:59:56+00:00,1525883691041529858,,,,1525883691041529858
392994202,2022-05-15 16:59:54+00:00,1525883685509206018,,,,1525883685509206018
63049652,2022-05-15 16:59:53+00:00,1525883678915710976,,,,1525883678915710976
2361282588,2022-05-15 16:59:51+00:00,1525883671428882432,,,,1525883671428882432
1394561800075624449,2022-05-15 16:59:50+00:00,1525883669180719104,,,,1525883669180719104
1525876158415392772,2022-05-15 16:59:49+00:00,1525883664973844481,,,,1525883664973844481
26490873,2022-05-15 16:59:49+00:00,1525883663573032962,26490873,replied_to,1525881252238196738,1525627438872547330
1520323810704216064,2022-05-15 16:59:47+00:00,1525883653586399233,102707504,replied_to,1525862855714783232,1525823690889469953
385631025,2022-05-15 16:59:47+00:00,1525883653225447425,517319985,replied_to,1525681640726441985,1525681640726441985
4061801279,2022-05-15 16:59:46+00:00,1525883650151161856,4061801279,replied_to,1525883545520070657,1525883545520070657
946215565,2022-05-15 16:59:45+00:00,1525883647760506883,,,,1525883647760506883
1442159778638139396,2022-05-15 16:59:42+00:00,1525883632417656833,,,,1525883632417656833
1048278134976663553,2022-05-15 16:59:37+00:00,1525883613413355521,,,,1525883613413355521
106768785,2022-05-15 16:59:34+00:00,1525883601270849536,1462548977367359490,replied_to,1525876394844110850,1525876394844110850
1148210996827316225,2022-05-15 16:59:32+00:00,1525883592487968768,,,,1525883592487968768
1084756969695731712,2022-05-15 16:59:31+00:00,1525883588562063360,14060262,replied_to,1525730315528019969,1525730315528019969
1220466455352922115,2022-05-15 16:59:31+00:00,1525883587953926145,,,,1525883587953926145
2163546703,2022-05-15 16:59:30+00:00,1525883581704327168,,,,1525883581704327168
1348234429643317248,2022-05-15 16:59:29+00:00,1525883580425113602,,,,1525883580425113602
1323064144447168513,2022-05-15 16:59:29+00:00,1525883578470522883,,,,1525883578470522883
3300780586,2022-05-15 16:59:28+00:00,1525883577161875456,,,,1525883577161875456
1388479860717375489,2022-05-15 16:59:28+00:00,1525883575702327296,,,,1525883575702327296
68004065,2022-05-15 16:59:27+00:00,1525883572028162050,,,,1525883572028162050
23922351,2022-05-15 16:59:27+00:00,1525883571713482756,,,,1525883571713482756
567553419,2022-05-15 16:59:27+00:00,1525883570274844673,177274094,replied_to,1525600440423006208,1525600440423006208
1138378861,2022-05-15 16:59:25+00:00,1525883560858636290,1243196333432979456,replied_to,1525881696910028801,1525881696910028801
1333932564537597952,2022-05-15 16:59:20+00:00,1525883542936469504,,,,1525883542936469504
